event,result,white_elo,black_elo,eco,event_type,rd_white,rd_black,flag_white,flag_black,play_time_white,play_time_black,rated,time,increment,rating_diff
Rated Rapid game,1-0,1218,1189,B22,rapid,,,,,,,1,600,0,29
Rated Rapid game,1-0,2144,2175,A05,rapid,,45,,AR,,28106871,1,600,0,-31
Rated Rapid game,1-0,1757,1766,A00,rapid,,65,,,,934733,1,600,0,-9
Rated Rapid game,1-0,1001,1108,B01,rapid,67,45,,,370663,744444,1,600,0,-107
Rapid swiss,1-0,1167,891,C42,rapid,143,,,,526674,,0,600,2,276
Rated Rapid game,1-0,1338,1304,C54,rapid,45,67,BR,,38573488,294180,1,600,0,34
Rated Rapid game,1-0,1311,1272,D00,rapid,45,,,,4569686,,1,600,0,39
Rated Rapid game,1-0,1823,1753,C54,rapid,,,,,,,1,600,5,70
Rated Rapid game,1-0,2086,2059,C50,rapid,,49,,DE,,5291981,1,600,0,27
Rated Rapid game,1-0,864,744,B06,rapid,45,,,,1336324,,1,600,0,120
Rated Rapid game,1-0,1826,1794,B00,rapid,,48,,,,4655520,1,600,0,32
Rated Rapid game,1-0,2054,1982,A45,rapid,49,,DE,,5291981,,1,600,0,72
Rated Rapid game,1-0,1853,1806,A40,rapid,,45,,EG,,2678534,1,600,0,47
Rated Rapid game,1-0,1123,1089,D02,rapid,,,,,,,1,600,0,34
Rated Rapid game,1-0,1898,1818,C00,rapid,45,45,,ES,4571845,6192118,1,600,0,80
Rated Rapid game,1-0,1719,1690,C20,rapid,,,,,,,1,600,0,29
Rated Rapid tournament,1-0,708,727,B01,rapid,,,,,,,1,480,3,-19
Rated Rapid game,1-0,1509,1528,C00,rapid,,,,,,,1,600,0,-19
Rated Rapid game,1-0,1897,1734,C42,rapid,,249,,,,1523,1,600,0,163
Rated Rapid game,1-0,1286,1322,B40,rapid,,,,,,,1,600,0,-36
Rated Rapid game,1-0,1462,1448,B54,rapid,45,76,HU,,2265229,230484,1,600,0,14
Rated Rapid game,1-0,1120,1082,B01,rapid,,,,,,,1,600,0,38
Rated Rapid game,1-0,1666,1642,C41,rapid,,,,,,,1,600,0,24
Rated Rapid game,1-0,1324,1355,D00,rapid,45,,,,392525,,1,600,0,-31
Rated Rapid game,1-0,680,530,A00,rapid,45,,,,1004231,,1,600,0,150
Rapid swiss,1-0,1500,985,A40,rapid,,148,,,,10420,0,600,3,515
Rated Rapid game,1-0,1213,1272,B18,rapid,53,,,,755274,,1,600,0,-59
Rated Rapid tournament,1-0,1971,1759,C33,rapid,60,51,,IN,6810883,15675581,1,600,0,212
Rated Rapid game,1-0,1947,1989,C21,rapid,,81,,,,1804885,1,600,0,-42
Rated Rapid game,1-0,1341,1315,C41,rapid,,,,,,,1,600,0,26
Rated Rapid tournament,1-0,1585,871,C24,rapid,,81,,,,55255,1,600,5,714
Rated Rapid game,1-0,1623,1643,C56,rapid,,66,,,,1332904,1,600,0,-20
Rated Rapid tournament,1-0,2144,1953,D30,rapid,,86,,AU,,2329519,1,600,0,191
Rated Rapid game,1-0,1062,951,A04,rapid,46,48,,,589290,219833,1,900,0,111
Rated Rapid game,1-0,1128,1206,D06,rapid,,151,,,,8370,1,600,5,-78
Rated Rapid game,1-0,1632,1612,C20,rapid,58,91,RU,,2733068,50517,1,600,0,20
Rated Rapid game,1-0,1555,1564,C64,rapid,45,45,,,1441443,6499352,1,600,0,-9
Rated Rapid game,1-0,1641,1697,D02,rapid,,,,,,,1,600,0,-56
Rated Rapid game,1-0,1022,1097,C23,rapid,,,,,,,1,600,0,-75
Rated Rapid game,1-0,1472,1465,D00,rapid,45,,,,2469533,,1,600,0,7
Rated Rapid game,1-0,1811,1778,D20,rapid,45,,,,1473130,,1,600,0,33
Rated Rapid game,1-0,1685,1610,C62,rapid,,70,,,,1403356,1,600,0,75
Rated Rapid game,1-0,1143,1120,B01,rapid,,50,,,,1939534,1,600,0,23
Rated Rapid game,1-0,1199,1298,C57,rapid,,,,,,,1,600,0,-99
Rated Rapid game,1-0,1465,1403,A40,rapid,,,,,,,1,600,5,62
Rated Rapid game,1-0,2023,2001,A43,rapid,,45,,IN,,10992813,1,600,0,22
Rated Rapid game,1-0,2252,2133,C10,rapid,,45,,TR,,6596631,1,900,10,119
Rated Rapid game,1-0,1535,1519,C41,rapid,,,,,,,1,600,5,16
Rated Rapid game,1-0,1033,1059,D25,rapid,,69,,US,,393784,1,600,0,-26
Rated Rapid game,1-0,1054,1043,D00,rapid,,,,,,,1,600,5,11
Rated Rapid game,1-0,1843,1902,C25,rapid,55,,ZW,,2486979,,1,600,0,-59
Rated Rapid game,1-0,1201,1192,C46,rapid,46,67,,IN,677762,739615,1,600,0,9
Rated Rapid game,1-0,1569,1557,D00,rapid,,48,,,,264919,1,600,0,12
Rated Rapid game,1-0,1822,1827,B10,rapid,,,,,,,1,600,5,-5
Rated Rapid game,1-0,1567,1577,B00,rapid,71,,,,1877839,,1,600,0,-10
Rapid swiss,1-0,1443,1171,C40,rapid,,158,,,,7293,0,600,2,272
Rated Rapid game,1-0,798,672,A00,rapid,45,,,,818933,,1,600,0,126
Rated Rapid game,1-0,1359,1500,C42,rapid,,166,,,,2555,1,600,0,-141
Rated Rapid game,1-0,1953,1813,C56,rapid,61,47,,,2688901,2276406,1,300,5,140
Rated Rapid game,1-0,2142,1425,B54,rapid,45,,,,44825351,,1,1260,1,717
Rated Rapid game,1-0,1653,1666,B01,rapid,83,,,,1067336,,1,600,5,-13
Rated Rapid game,1-0,1738,1738,C40,rapid,45,,,,13772554,,1,600,0,0
Rated Rapid tournament,1-0,1103,749,C28,rapid,48,95,,,421267,96916,1,600,2,354
Rated Rapid game,1-0,1888,1886,A00,rapid,75,47,AM,CA,1366178,6166336,1,600,0,2
Rated Rapid game,1-0,1526,1571,B06,rapid,,,,,,,1,600,0,-45
Rated Rapid tournament,1-0,1809,731,C50,rapid,,156,,,,16163,1,600,3,1078
Rated Rapid game,1-0,1062,951,A04,rapid,46,48,,,589290,219833,1,900,0,111
Rated Rapid game,1-0,1053,1072,C25,rapid,,47,,,,1986795,1,600,0,-19
Rated Rapid game,1-0,1801,1711,A40,rapid,,,,,,,1,600,0,90
Rated Rapid game,1-0,1219,1207,D02,rapid,,45,,,,6490419,1,600,0,12
Rated Rapid game,1-0,1852,1918,A01,rapid,45,45,IR,RU,6144146,4482524,1,420,5,-66
Rated Rapid tournament,1-0,1758,822,C65,rapid,,80,,GT,,507062,1,480,0,936
Rated Rapid game,1-0,1523,1470,A06,rapid,,54,,MY,,517631,1,600,0,53
Rated Rapid game,1-0,944,890,C23,rapid,,94,,,,16358,1,600,5,54
Rated Rapid game,1-0,1540,1570,B21,rapid,89,93,,,174282,224760,1,600,0,-30
Rated Rapid game,1-0,1807,1819,A40,rapid,45,,ES,,6192118,,1,600,0,-12
Rated Rapid game,1-0,1250,1203,D00,rapid,45,45,,AF,777081,798633,1,600,0,47
Rated Rapid game,1-0,1803,1814,A00,rapid,45,45,,RU,978784,4072939,1,600,0,-11
Rated Rapid game,1-0,1514,1386,C43,rapid,61,,,,635481,,1,600,0,128
Rated Rapid game,1-0,1305,1330,C46,rapid,,69,,,,640395,1,600,0,-25
Rated Rapid game,1-0,1428,1483,D02,rapid,,,,,,,1,600,0,-55
Rated Rapid tournament,1-0,1297,923,A04,rapid,,,,,,,1,600,0,374
Rated Rapid game,1-0,1312,1305,A04,rapid,45,,,,18969393,,1,600,0,7
Rated Rapid game,1-0,1055,949,C21,rapid,,,,,,,1,600,0,106
Rated Rapid game,1-0,1898,1947,C23,rapid,,,,,,,1,600,0,-49
Rated Rapid game,1-0,2167,2260,B21,rapid,45,,,,8407508,,1,600,0,-93
Rated Rapid tournament,1-0,1329,965,A04,rapid,,,,,,,1,600,5,364
Rated Rapid game,1-0,2039,2008,C50,rapid,45,,,,2946985,,1,600,0,31
Rated Rapid game,1-0,1625,1509,C40,rapid,58,,RU,,2733068,,1,600,0,116
Rated Rapid game,1-0,1074,1069,C00,rapid,,86,,,,921753,1,600,0,5
Rated Rapid game,1-0,1465,1427,C34,rapid,84,,,,105136,,1,600,0,38
Rated Rapid game,1-0,1875,1861,C46,rapid,61,,,,1500140,,1,600,0,14
Rated Rapid game,1-0,1370,1413,C41,rapid,76,65,,,1220680,513810,1,300,5,-43
Rated Rapid game,1-0,1514,1506,A43,rapid,,,,,,,1,600,0,8
Rated Rapid game,1-0,1675,1627,E70,rapid,83,,,,1823730,,1,600,0,48
Rated Rapid game,1-0,1058,1042,C44,rapid,,108,,,,19578,1,600,0,16
Rated Rapid game,1-0,2007,1971,B00,rapid,,45,,_earth,,32047057,1,480,0,36
Rated Rapid game,1-0,1447,1477,C57,rapid,45,,,,1199467,,1,600,0,-30
Rated Rapid tournament,1-0,1900,1057,C34,rapid,,,,,,,1,600,0,843
Rated Rapid game,1-0,1528,1570,B50,rapid,47,,,,2503536,,1,600,0,-42
Rated Rapid tournament,1-0,751,687,C25,rapid,,88,,,,100305,1,420,10,64
Rated Rapid game,1-0,1997,1969,B00,rapid,,80,,,,680289,1,600,0,28
Rated Rapid tournament,1-0,1789,1613,A38,rapid,,,,,,,1,900,0,176
Rated Rapid tournament,1-0,1886,1926,B02,rapid,,45,,,,1755794,1,600,0,-40
Rated Rapid tournament,1-0,1343,1074,C21,rapid,45,,,,3846209,,1,600,0,269
Rated Rapid game,1-0,1441,1490,C42,rapid,,,,,,,1,600,0,-49
Rated Rapid game,1-0,1812,1681,C34,rapid,,,,,,,1,600,5,131
Rated Rapid game,1-0,1856,1889,A45,rapid,62,45,,,1652995,29123560,1,600,0,-33
Rated Rapid game,1-0,1703,1704,A06,rapid,49,45,IN,,5134313,3471061,1,600,0,-1
Rated Rapid game,1-0,1348,1288,B00,rapid,46,,,,2843318,,1,300,10,60
Rated Rapid game,1-0,1466,1569,D02,rapid,76,,,,1068552,,1,600,0,-103
Rated Rapid game,1-0,1076,1133,C40,rapid,87,102,,,338660,38142,1,600,5,-57
Rated Rapid game,1-0,2008,2003,A53,rapid,,,,,,,1,600,5,5
Rated Rapid tournament,1-0,1862,1833,B02,rapid,,,,,,,1,600,0,29
Rated Rapid game,1-0,1890,1866,B02,rapid,45,,TR,,4778694,,1,600,0,24
Rated Rapid game,1-0,1205,1181,D00,rapid,45,53,AF,ES,798633,9046116,1,600,0,24
Rated Rapid game,1-0,1867,1886,C40,rapid,50,47,,IR,301494,7072482,1,600,0,-19
Rated Rapid game,1-0,1384,1316,B08,rapid,,,,,,,1,600,5,68
Rated Rapid game,1-0,845,788,A40,rapid,,66,,,,176368,1,600,0,57
Rated Rapid tournament,1-0,1955,1100,C25,rapid,54,,IN,,1107240,,1,900,0,855
Rated Rapid game,1-0,1541,1514,C65,rapid,,63,,MW,,1526152,1,600,0,27
Rated Rapid tournament,1-0,1872,1717,A04,rapid,46,80,,,854649,2908302,1,600,0,155
Rated Rapid game,1-0,1439,1357,C42,rapid,45,,,,664251,,1,600,0,82
Rated Rapid tournament,1-0,1627,1609,C50,rapid,,,,,,,1,900,5,18
Rated Rapid game,1-0,1457,1428,A00,rapid,45,,,,1453063,,1,600,0,29
Rated Rapid tournament,1-0,1876,1952,E67,rapid,,,,,,,1,600,0,-76
Rated Rapid game,1-0,2033,2099,D15,rapid,47,64,NL,,2855126,4094208,1,600,0,-66
Rated Rapid tournament,1-0,1908,1792,A40,rapid,,63,,BR,,5717435,1,600,0,116
Rated Rapid game,1-0,1426,1438,B20,rapid,49,,,,664346,,1,600,5,-12
Rated Rapid game,1-0,2114,2061,B13,rapid,,,,,,,1,600,0,53
Rated Rapid game,1-0,1716,1650,A21,rapid,45,,,,11133918,,1,600,0,66
Rated Rapid game,1-0,1221,1240,C46,rapid,,,,,,,1,600,0,-19
Rated Rapid game,1-0,1515,1493,B00,rapid,,45,,,,4140757,1,600,0,22
Rated Rapid game,1-0,1601,1617,A43,rapid,,46,,,,5876186,1,600,0,-16
Rated Rapid game,1-0,608,554,B00,rapid,,104,,,,62637,1,600,0,54
Rated Rapid game,1-0,797,924,C00,rapid,,,,,,,1,600,0,-127
Rated Rapid game,1-0,1789,1794,B01,rapid,,,,,,,1,600,5,-5
Rated Rapid game,1-0,1738,1663,B10,rapid,49,45,,BA,1084482,2908080,1,600,0,75
Rated Rapid tournament,1-0,1902,1729,C42,rapid,,,,,,,1,600,0,173
Rated Rapid game,1-0,942,813,C42,rapid,46,,,,337486,,1,600,0,129
Rated Rapid game,1-0,1341,1371,B00,rapid,76,,,,1220680,,1,600,3,-30
Rated Rapid game,1-0,1773,1734,A01,rapid,,45,,,,6518144,1,600,5,39
Rated Rapid game,1-0,1830,1756,B12,rapid,,45,,AF,,3189220,1,600,0,74
Rated Rapid game,1-0,1184,1234,C00,rapid,,,,,,,1,600,0,-50
Rated Rapid game,1-0,2232,2166,B01,rapid,,,,,,,1,600,0,66
Rated Rapid game,1-0,2210,2006,B00,rapid,,,,,,,1,600,0,204
Rated Rapid game,1-0,1500,1282,D00,rapid,,56,,,,558879,1,600,0,218
Rated Rapid game,1-0,1885,1878,D00,rapid,46,,,,685922,,1,600,0,7
Rated Rapid tournament,1-0,1661,1092,B27,rapid,,140,,,,42114,1,600,3,569
Rated Rapid tournament,1-0,1816,1836,D00,rapid,61,,,,229161,,1,600,0,-20
Rated Rapid game,1-0,1455,1456,B00,rapid,,95,,,,146146,1,600,0,-1
Rated Rapid tournament,1-0,1230,1294,C20,rapid,,,,,,,1,600,0,-64
Rated Rapid game,1-0,1657,1679,A00,rapid,45,,IT,,13307864,,1,900,0,-22
Rated Rapid game,1-0,1840,1829,A09,rapid,,,,,,,1,600,0,11
Rated Rapid game,1-0,1540,1562,B12,rapid,,71,,,,166724,1,600,0,-22
Rated Rapid game,1-0,1090,934,C57,rapid,45,,,,14676977,,1,600,0,156
Rated Rapid game,1-0,1368,1394,B00,rapid,53,45,IN,,705746,20755738,1,600,0,-26
Rated Rapid game,1-0,1694,1810,B21,rapid,45,58,,RU,13265955,2036075,1,600,0,-116
Rated Rapid game,1-0,1623,1710,B07,rapid,,45,,,,30599397,1,900,10,-87
Rated Rapid game,1-0,1082,1179,C50,rapid,49,45,,,473061,1751308,1,600,5,-97
Rated Rapid game,1-0,1727,1742,B12,rapid,69,,,,562298,,1,600,0,-15
Rated Rapid game,1-0,2127,2156,A84,rapid,45,47,TR,,6596631,4364428,1,900,10,-29
Rated Rapid game,1-0,1394,1365,A03,rapid,,,,,,,1,600,0,29
Rated Rapid game,1-0,1194,1175,C44,rapid,,,,,-1,,1,600,5,19
Rated Rapid tournament,1-0,2200,1533,C44,rapid,,,,,,,1,480,0,667
Rated Rapid game,1-0,1576,1574,C44,rapid,,,,,,,1,600,0,2
Rated Rapid tournament,1-0,760,666,B01,rapid,83,,,,307229,,1,480,2,94
Rated Rapid tournament,1-0,1752,1827,C01,rapid,,,,,,,1,600,0,-75
Rated Rapid game,1-0,1693,1676,A04,rapid,,,,,,,1,600,0,17
Rated Rapid game,1-0,1426,1416,C44,rapid,,49,,ES-CT,,2127665,1,600,0,10
Rated Rapid game,1-0,781,810,C42,rapid,,60,,RU,,285345,1,600,5,-29
Rated Rapid game,1-0,1969,1998,A01,rapid,,61,,,,777932,1,600,0,-29
Rated Rapid tournament,1-0,2086,2186,B77,rapid,,,,,,,1,600,0,-100
Rated Rapid game,1-0,1058,1048,C23,rapid,,,,,,,1,600,0,10
Rated Rapid game,1-0,1500,1313,C60,rapid,,45,,TR,,1004915,1,600,0,187
Rated Rapid tournament,1-0,1586,1312,B01,rapid,,,,,,,1,900,5,274
Rated Rapid game,1-0,1158,1156,A45,rapid,,,,,,,1,600,5,2
Rated Rapid tournament,1-0,1290,1494,C46,rapid,,,,,,,1,480,0,-204
Rated Rapid game,1-0,1886,1816,C01,rapid,47,45,IR,,7072482,4362313,1,600,0,70
Rated Rapid game,1-0,1737,1757,B52,rapid,,,,,,,1,600,0,-20
Rated Rapid game,1-0,1460,1541,A40,rapid,48,,,,6585902,,1,600,0,-81
Rated Rapid game,1-0,1367,1427,C65,rapid,,,,,,,1,600,0,-60
Rated Rapid game,1-0,1748,1739,A40,rapid,45,,TR,,1028849,,1,600,0,9
Rated Rapid game,1-0,1562,1597,B12,rapid,45,46,PL,,4064765,448428,1,600,0,-35
Rated Rapid game,1-0,1785,1826,A40,rapid,45,45,,UA,6444923,30633109,1,600,0,-41
Rated Rapid game,1-0,1467,1465,D20,rapid,91,45,,,181703,916049,1,600,0,2
Rated Rapid game,1-0,880,903,D00,rapid,83,,,,502227,,1,600,0,-23
Rated Rapid game,1-0,1155,1071,C57,rapid,45,82,,,597699,108998,1,600,0,84
Rated Rapid game,1-0,1728,1761,D10,rapid,,,,,,,1,600,0,-33
Rated Rapid game,1-0,1217,1206,C40,rapid,,48,,,,1127201,1,600,5,11
Rated Rapid game,1-0,1610,1700,C60,rapid,,,,,,,1,600,0,-90
Rated Rapid game,1-0,1030,1032,C20,rapid,,45,,,,5106885,1,600,5,-2
Rated Rapid game,1-0,1574,1583,B20,rapid,,61,,US,,1749742,1,600,5,-9
Rated Rapid game,1-0,1094,1060,C21,rapid,82,,,,674200,,1,600,0,34
Rated Rapid game,1-0,1906,1872,C25,rapid,49,,,,15967489,,1,600,0,34
Rated Rapid game,1-0,1549,1608,A10,rapid,63,88,,RU,424987,1798284,1,600,0,-59
Rated Rapid game,1-0,1846,1978,C54,rapid,,,,,,,1,600,0,-132
Rated Rapid game,1-0,943,1041,C44,rapid,,60,,,,182057,1,600,0,-98
Rated Rapid game,1-0,1500,1510,A04,rapid,,45,,,,7429646,1,600,0,-10
Rated Rapid game,1-0,1542,1536,C45,rapid,,,,,,,1,600,0,6
Rated Rapid tournament,1-0,2176,1662,B01,rapid,45,,,,33283287,,1,600,0,514
Rated Rapid game,1-0,778,896,A45,rapid,,61,,,,132777,1,600,5,-118
Rated Rapid game,1-0,1819,1857,A01,rapid,45,,,,1271004,,1,600,0,-38
Rated Rapid game,1-0,1197,1290,C20,rapid,,90,,,,92393,1,600,0,-93
Rated Rapid game,1-0,942,909,B06,rapid,81,77,,,98058,200273,1,600,0,33
Rated Rapid game,1-0,1664,1691,B10,rapid,,,,,,,1,600,0,-27
Rated Rapid game,1-0,1311,1272,D00,rapid,45,,,,4569686,,1,600,0,39
Rated Rapid game,1-0,1299,1323,D02,rapid,,85,,,,809159,1,600,0,-24
Rated Rapid game,1-0,1701,1659,C46,rapid,,83,,,,626952,1,600,0,42
Rated Rapid game,1-0,1432,1366,C78,rapid,45,68,,,4463210,157486,1,60,11,66
Rated Rapid game,1-0,1822,1801,B13,rapid,45,,,,946309,,1,600,0,21
Rated Rapid game,1-0,1767,1760,C02,rapid,,51,,AU,,850963,1,600,0,7
Rated Rapid game,1-0,1303,1257,A40,rapid,,53,,,,3757109,1,600,0,46
Rated Rapid game,1-0,872,864,C00,rapid,,79,,,,502889,1,600,0,8
Rated Rapid game,1-0,1102,1164,A00,rapid,,90,,,,180570,1,600,0,-62
Rated Rapid game,1-0,1683,1663,C63,rapid,,,,,,,1,600,0,20
Rated Rapid game,1-0,1005,859,B02,rapid,109,,,,82764,,1,600,0,146
Rated Rapid game,1-0,1854,1874,D05,rapid,,,,,,,1,600,0,-20
Rated Rapid game,1-0,1839,1783,C34,rapid,45,94,IR,,2098527,46971,1,600,0,56
Rated Rapid game,1-0,1562,1634,A51,rapid,49,,,,1610997,,1,600,0,-72
Rated Rapid game,1-0,1761,1763,A15,rapid,,,,,,,1,600,0,-2
Rated Rapid game,1-0,1570,1656,D00,rapid,45,73,,,2900060,1877334,1,600,5,-86
Rated Rapid game,1-0,1828,1834,C56,rapid,45,,,,2379049,,1,600,0,-6
Rated Rapid game,1-0,1605,1578,B10,rapid,45,45,,,4960391,2043180,1,600,0,27
Rated Rapid game,1-0,1795,1810,C00,rapid,,49,,,,4983208,1,600,5,-15
Rated Rapid game,1-0,1180,1292,D00,rapid,,45,,,,4193556,1,600,0,-112
Rated Rapid game,1-0,1623,1537,A00,rapid,,49,,,,1217545,1,600,0,86
Rated Rapid game,1-0,1225,1239,A06,rapid,,52,,TR,,267072,1,600,5,-14
Rated Rapid game,1-0,1504,1502,C00,rapid,45,45,PL,RU,1461455,4479330,1,600,0,2
Rated Rapid game,1-0,1695,1613,A01,rapid,,45,,DE,,8999527,1,600,0,82
Rated Rapid game,1-0,1773,1787,C78,rapid,,,,,,,1,600,0,-14
Rated Rapid game,1-0,1514,1408,B20,rapid,,,,,,,1,600,0,106
Rated Rapid game,1-0,2067,2035,A40,rapid,,,,,,,1,600,0,32
Rated Rapid game,1-0,1582,1519,D20,rapid,83,,,,788867,,1,600,0,63
Rated Rapid game,1-0,1395,1367,B10,rapid,45,83,,,34191808,560190,1,600,0,28
Rated Rapid game,1-0,1065,1049,C64,rapid,,87,,,-1,180134,1,600,0,16
Rated Rapid tournament,1-0,999,560,C00,rapid,,,,,,,1,600,5,439
Rated Rapid game,1-0,695,816,A00,rapid,53,51,,,166562,516746,1,600,0,-121
Rated Rapid game,1-0,1448,1509,A45,rapid,45,53,,,10246563,1212876,1,600,5,-61
Rated Rapid game,1-0,1722,1684,C00,rapid,,46,,,,2683634,1,600,0,38
Rated Rapid game,1-0,1038,1033,C23,rapid,,,,,,,1,600,0,5
Rated Rapid game,1-0,1277,1205,D00,rapid,45,,,,2257348,,1,600,0,72
Rated Rapid game,1-0,1974,1965,D02,rapid,,46,,,,5393534,1,600,0,9
Rated Rapid tournament,1-0,1426,1124,C01,rapid,45,,,,5896223,,1,600,0,302
Rated Rapid game,1-0,1884,1846,C42,rapid,,45,,RU,,9177210,1,600,0,38
Rated Rapid game,1-0,1750,1849,C21,rapid,45,,,,2609102,,1,300,7,-99
Rated Rapid game,1-0,1768,1771,B12,rapid,,84,,,,2480642,1,600,0,-3
Rated Rapid game,1-0,1296,1307,A43,rapid,,,,,,,1,600,0,-11
Rated Rapid game,1-0,2050,1897,A40,rapid,83,,,,398701,,1,480,1,153
Rated Rapid game,1-0,1172,1235,B12,rapid,,70,,,,264968,1,600,0,-63
Rated Rapid game,1-0,2316,2054,A15,rapid,,46,,,,1386076,1,600,10,262
Rated Rapid tournament,1-0,1182,1223,C00,rapid,,,,,,,1,600,0,-41
Rated Rapid game,1-0,2027,1971,B35,rapid,46,45,IQ,,5580599,1798738,1,600,0,56
Rated Rapid game,1-0,1523,1537,C42,rapid,45,47,US,,16496856,3081236,1,600,0,-14
Rated Rapid game,1-0,1434,1398,C25,rapid,81,,,,240075,,1,600,0,36
Rated Rapid game,1-0,1531,1527,A46,rapid,49,77,,EG,1217545,3255965,1,600,0,4
Rated Rapid game,1-0,1202,1203,A40,rapid,,45,,,,1402983,1,600,0,-1
Rated Rapid game,1-0,1130,1154,C57,rapid,45,100,RU,,1982981,16669,1,600,0,-24
Rated Rapid game,1-0,1815,1491,A43,rapid,,45,,,,1611713,1,420,7,324
Rated Rapid game,1-0,1979,1752,B33,rapid,58,,,,85901997,,1,780,2,227
Rated Rapid game,1-0,1420,1401,B00,rapid,45,96,,,716662,267456,1,600,0,19
Rated Rapid game,1-0,1561,1558,B30,rapid,,45,,,,6293945,1,600,0,3
Rated Rapid game,1-0,1887,1815,C20,rapid,82,56,,,836115,4261173,1,600,0,72
Rated Rapid game,1-0,952,947,D02,rapid,45,89,FR,,1110320,1792204,1,600,0,5
Rated Rapid game,1-0,1534,1568,B40,rapid,45,,,,15390976,,1,600,0,-34
Rated Rapid game,1-0,1205,1239,B00,rapid,77,,,,135316,,1,600,0,-34
Rated Rapid game,1-0,1281,1297,A03,rapid,,,,,,,1,600,5,-16
Rated Rapid game,1-0,1709,1615,B06,rapid,,,,,,,1,480,7,94
Rated Rapid game,1-0,1841,1814,B10,rapid,45,,US,,3440152,,1,600,0,27
Rated Rapid game,1-0,1392,1410,C40,rapid,,45,,RU,,5610548,1,600,0,-18
Rated Rapid tournament,1-0,2568,1844,E81,rapid,91,,LB,,3960355,,1,600,0,724
Rated Rapid game,1-0,2183,2156,C31,rapid,,,,,,,1,600,0,27
Rated Rapid tournament,1-0,1652,992,C23,rapid,110,125,,,78081,9106,1,600,5,660
Rated Rapid game,1-0,1578,1570,C50,rapid,45,89,,,3795185,321417,1,600,0,8
Rated Rapid game,1-0,1732,1715,D00,rapid,,,,,,,1,600,0,17
Rated Rapid tournament,1-0,1718,1676,B10,rapid,65,,IN,,415068,,1,420,10,42
Rated Rapid game,1-0,1497,1444,C00,rapid,75,,,,2350653,,1,600,0,53
Rated Rapid game,1-0,1144,1182,C25,rapid,,,,,,,1,900,10,-38
Rated Rapid game,1-0,1233,1259,A43,rapid,,,,,,,1,600,0,-26
Rated Rapid game,1-0,1665,1668,C50,rapid,,60,,,,539731,1,600,0,-3
Rated Rapid game,1-0,1686,1683,A50,rapid,,,,,-1,,1,600,0,3
Rated Rapid game,1-0,1646,1620,C00,rapid,,51,,,,8270131,1,600,0,26
Rated Rapid game,1-0,1084,1100,C20,rapid,,,,,,,1,600,0,-16
Rapid swiss,1-0,955,1078,A04,rapid,199,246,,,6116,4733,0,600,2,-123
Rated Rapid game,1-0,1907,1839,B13,rapid,,,,,,,1,600,5,68
Rated Rapid game,1-0,931,874,C50,rapid,,58,,,,265598,1,600,0,57
Rated Rapid game,1-0,974,992,C44,rapid,52,,,,744539,,1,600,0,-18
Rated Rapid game,1-0,1982,1988,C40,rapid,45,45,,,10890068,25229587,1,600,0,-6
Rated Rapid game,1-0,722,700,C47,rapid,,,,,,,1,600,0,22
Rated Rapid game,1-0,1825,1847,A00,rapid,,103,,RU,,4288154,1,600,0,-22
Rated Rapid game,1-0,1744,1744,B10,rapid,45,58,,,1958723,1325158,1,600,5,0
Rated Rapid game,1-0,1264,1211,D02,rapid,,,,,,,1,600,0,53
Rated Rapid game,1-0,1475,1535,D00,rapid,,,,,,,1,600,0,-60
Rated Rapid tournament,1-0,1317,1123,C44,rapid,,,,,,,1,300,5,194
Rated Rapid game,1-0,1307,1421,C41,rapid,,45,,,,981707,1,600,0,-114
Rated Rapid game,1-0,1778,1766,B01,rapid,,45,,,,13021274,1,600,0,12
Rated Rapid game,1-0,1581,1626,C23,rapid,,,,,,,1,600,0,-45
Rated Rapid game,1-0,1405,1408,D06,rapid,,45,,,,966083,1,600,0,-3
Rated Rapid game,1-0,1144,1022,C50,rapid,,,,,,,1,600,0,122
Rated Rapid tournament,1-0,1310,1485,A45,rapid,68,,,,2036246,,1,600,0,-175
Rated Rapid game,1-0,1485,1148,C20,rapid,,45,,CH,,2727895,1,600,3,337
Rated Rapid game,1-0,1416,1432,B20,rapid,,,,,,,1,600,0,-16
Rated Rapid game,1-0,1387,1332,C43,rapid,46,,,,692387,,1,600,0,55
Rated Rapid game,1-0,1534,1518,C50,rapid,,,,,,,1,600,0,16
Rated Rapid game,1-0,1146,1062,C50,rapid,,,,,,,1,600,0,84
Rated Rapid game,1-0,1232,1191,C02,rapid,,,,,,,1,600,0,41
Rated Rapid game,1-0,1738,1729,C44,rapid,,85,,,,768154,1,600,0,9
Rated Rapid game,1-0,1812,1681,C34,rapid,,,,,,,1,600,5,131
Rated Rapid game,1-0,1478,1517,A40,rapid,,,,,,,1,600,0,-39
Rapid swiss,1-0,1265,777,B00,rapid,,,,,,,0,600,2,488
Rated Rapid game,1-0,1366,1500,C20,rapid,,,,,,,1,600,0,-134
Rated Rapid game,1-0,720,629,C23,rapid,57,,,,45145,,1,600,5,91
Rated Rapid game,1-0,1339,1429,B07,rapid,,96,,,,267456,1,600,0,-90
Rated Rapid game,1-0,1586,1560,C25,rapid,,45,,IN,,4791518,1,600,0,26
Rated Rapid tournament,1-0,2230,2240,C84,rapid,45,,BA,,6181535,,1,480,0,-10
Rapid swiss,1-0,797,667,A00,rapid,,,,,,,0,600,2,130
