event,result,white_elo,black_elo,eco,event_type,rd_white,rd_black,flag_white,flag_black,play_time_white,play_time_black,rated,time,increment,rating_diff
Rated Rapid game,1-0,1273,1268,C50,rapid,,45,,,,775408,1,600,5,5
Rated Rapid game,1-0,1821,1794,A45,rapid,,,,,,,1,600,5,27
Rated Rapid game,1-0,1347,1331,B01,rapid,,,,,,,1,600,0,16
Rated Rapid game,1-0,1584,1582,E71,rapid,,81,,,,1186008,1,600,0,2
Rated Rapid game,1-0,1201,1174,D00,rapid,90,,,,110609,,1,600,0,27
Rated Rapid game,1-0,1580,1592,C62,rapid,82,45,,,931700,3980577,1,900,10,-12
Rated Rapid tournament,1-0,767,940,C26,rapid,,,,,,,1,600,0,-173
Rated Rapid game,1-0,1390,1299,C22,rapid,45,88,,,4116420,38067,1,600,5,91
Rated Rapid game,1-0,1924,1937,A65,rapid,,,,,,,1,600,0,-13
Rated Rapid game,1-0,1878,1907,B30,rapid,,45,,,,3706093,1,600,0,-29
Rated Rapid game,1-0,1322,1327,C00,rapid,85,,,,809159,,1,600,0,-5
Rated Rapid game,1-0,1117,1098,D20,rapid,,,,,,,1,600,0,19
Rated Rapid tournament,1-0,1558,1161,D07,rapid,,,,,,,1,600,0,397
Rated Rapid game,1-0,1365,1345,B00,rapid,,,,,,,1,600,5,20
Rated Rapid game,1-0,1210,1193,C24,rapid,45,90,,,4197844,180570,1,600,0,17
Rated Rapid game,1-0,1780,1778,D01,rapid,,45,,,,3959198,1,600,0,2
Rated Rapid tournament,1-0,1397,1540,B28,rapid,45,,,,920958,,1,600,0,-143
Rated Rapid game,1-0,1815,1886,B02,rapid,47,45,,FR,2276406,11555414,1,600,10,-71
Rated Rapid tournament,1-0,1985,1859,C67,rapid,,,,,,,1,600,0,126
Rated Rapid game,1-0,1429,1366,B10,rapid,91,,ES-AS,,161220,,1,600,5,63
Rated Rapid game,1-0,1592,1408,C20,rapid,,45,,IN,,4852604,1,600,0,184
Rated Rapid game,1-0,756,806,C50,rapid,45,,,,2106220,,1,600,0,-50
Rated Rapid tournament,1-0,1884,1711,B70,rapid,66,,,,1900817,,1,600,0,173
Rated Rapid game,1-0,1675,1609,C41,rapid,,45,,,,19135892,1,600,0,66
Rated Rapid game,1-0,1514,1546,C40,rapid,,45,,,,3034695,1,600,0,-32
Rated Rapid game,1-0,1387,1477,C21,rapid,,87,,,,124228,1,600,0,-90
Rated Rapid game,1-0,1121,1112,C41,rapid,76,,,,359677,,1,600,0,9
Rated Rapid game,1-0,1931,1901,C23,rapid,,,,,,,1,600,0,30
Rated Rapid game,1-0,591,744,C20,rapid,,,,,,,1,600,0,-153
Rated Rapid game,1-0,509,710,D00,rapid,48,,,,240732,,1,600,5,-201
Rated Rapid game,1-0,1891,1983,C58,rapid,,,,,,,1,600,0,-92
Rated Rapid game,1-0,1247,1251,C25,rapid,47,,,,635978,,1,600,0,-4
Rated Rapid game,1-0,2033,2018,D00,rapid,69,83,,,604199,2212213,1,600,0,15
Rated Rapid game,1-0,2086,1946,B00,rapid,,,,,,,1,600,0,140
Rated Rapid tournament,1-0,1539,1397,B13,rapid,,,,,,,1,900,5,142
Rated Rapid game,1-0,1738,1752,B01,rapid,,,,,,,1,600,0,-14
Rated Rapid game,1-0,1847,1925,D05,rapid,,,,,,,1,600,0,-78
Rated Rapid game,1-0,1658,1660,A43,rapid,,,,,,,1,600,0,-2
Rated Rapid game,1-0,1908,1924,A50,rapid,,,,,,,1,600,0,-16
Rated Rapid game,1-0,1614,1616,C41,rapid,45,,EG,,954323,,1,600,0,-2
Rated Rapid game,1-0,2309,2196,B00,rapid,,,,,,,1,600,0,113
Rated Rapid game,1-0,1357,1422,C47,rapid,,,,,,,1,600,5,-65
Rated Rapid game,1-0,1051,1027,C57,rapid,,,,,,,1,600,0,24
Rated Rapid game,1-0,1904,1901,C51,rapid,,45,,TR,,4778694,1,600,0,3
Rated Rapid game,1-0,1205,930,C42,rapid,157,62,,,2771,267038,1,600,0,275
Rated Rapid game,1-0,1258,1191,C42,rapid,55,53,,,1456501,350989,1,600,0,67
Rated Rapid game,1-0,1500,1257,A00,rapid,83,,TZ,,458736,,1,600,0,243
Rated Rapid game,1-0,1478,1517,C23,rapid,,,,,,,1,600,3,-39
Rated Rapid game,1-0,1228,1228,B01,rapid,46,,,,1054815,,1,600,0,0
Rated Rapid game,1-0,1611,1567,B01,rapid,,,,,,,1,480,0,44
Rated Rapid game,1-0,1902,1952,D04,rapid,45,53,EU,,1098391,434700,1,600,0,-50
Rated Rapid game,1-0,1120,1116,B10,rapid,,,,,,,1,600,5,4
Rated Rapid game,1-0,2003,2004,C00,rapid,,45,,PK,,13332135,1,600,0,-1
Rated Rapid game,1-0,2077,2023,B00,rapid,153,45,,,28363,19955128,1,600,0,54
Rated Rapid game,1-0,1778,1766,B01,rapid,,45,,,,13021274,1,600,0,12
Rated Rapid game,1-0,1397,1310,B00,rapid,75,84,,,577392,105136,1,600,0,87
Rated Rapid game,1-0,910,864,C44,rapid,,62,,,,127778,1,600,5,46
Rated Rapid game,1-0,1355,1425,C41,rapid,66,45,,PH,655027,1710425,1,600,0,-70
Rated Rapid game,1-0,716,795,C40,rapid,,,,,,,1,600,0,-79
Rated Rapid game,1-0,1469,1425,B22,rapid,,47,,,,379070,1,600,0,44
Rated Rapid game,1-0,1623,1593,C30,rapid,,,,,,,1,600,0,30
Rated Rapid tournament,1-0,1091,1262,B01,rapid,58,,,,272025,,1,600,0,-171
Rated Rapid game,1-0,1922,1951,B34,rapid,,,,,,,1,600,0,-29
Rated Rapid game,1-0,1858,1829,D00,rapid,45,,,,5802788,,1,600,0,29
Rated Rapid game,1-0,1419,1414,A45,rapid,,69,,,,712127,1,600,0,5
Rated Rapid tournament,1-0,1468,1116,C50,rapid,45,45,US,,11789056,-1,1,600,0,352
Rated Rapid game,1-0,1172,1209,B01,rapid,,45,,AF,,798633,1,600,0,-37
Rated Rapid game,1-0,510,525,A40,rapid,,,,,,,1,600,0,-15
Rated Rapid game,1-0,1908,1861,D02,rapid,45,188,,,14630810,1392,1,600,0,47
Rated Rapid game,1-0,2006,1992,C50,rapid,45,45,,,1298189,16139103,1,1200,5,14
Rated Rapid game,1-0,1355,1388,D00,rapid,,,,,,,1,600,0,-33
Rated Rapid game,1-0,1073,1068,C20,rapid,,,,,,,1,600,0,5
Rated Rapid game,1-0,1558,1478,C20,rapid,45,58,TR,MG,9858690,3742077,1,600,0,80
Rated Rapid tournament,1-0,1712,1516,C30,rapid,,,,,,,1,300,5,196
Rated Rapid game,1-0,940,881,C42,rapid,45,45,,FR,2212944,328842,1,600,5,59
Rated Rapid game,1-0,1635,1655,A02,rapid,45,79,,,5015451,1417945,1,600,0,-20
Rated Rapid game,1-0,1736,1706,D00,rapid,,,,,,,1,600,0,30
Rated Rapid game,1-0,1798,1801,A04,rapid,45,,IL,,20445737,,1,600,0,-3
Rated Rapid tournament,1-0,778,700,B00,rapid,,,,,,,1,480,3,78
Rated Rapid game,1-0,3049,2847,D41,rapid,,,,,,,1,600,2,202
Rated Rapid game,1-0,1823,1753,C54,rapid,,,,,,,1,600,5,70
Rated Rapid game,1-0,1875,1870,B44,rapid,80,,RO,,460952,,1,600,0,5
Rated Rapid game,1-0,1617,1671,C65,rapid,,83,,,,1823730,1,600,0,-54
Rated Rapid game,1-0,1474,1516,C50,rapid,75,52,,,150928,1240642,1,600,5,-42
Rapid swiss,1-0,693,1249,A40,rapid,,,,,,,0,600,2,-556
Rated Rapid game,1-0,813,452,A00,rapid,,,,,,,1,600,0,361
Rated Rapid game,1-0,1315,1322,C47,rapid,,,,,,,1,600,0,-7
Rated Rapid tournament,1-0,1342,1757,B21,rapid,,92,,,,602712,1,600,0,-415
Rated Rapid game,1-0,1933,2009,A46,rapid,65,,,,1719231,,1,600,0,-76
Rated Rapid game,1-0,1807,1856,C00,rapid,,,,,,,1,600,5,-49
Rated Rapid game,1-0,1446,1455,D04,rapid,,45,,,,664251,1,600,0,-9
Rated Rapid game,1-0,1323,1268,B00,rapid,,,,,,,1,600,0,55
Rated Rapid game,1-0,2109,2067,B13,rapid,45,45,DE,,21763974,25022149,1,600,0,42
Rated Rapid game,1-0,1195,1179,C24,rapid,,,,,,,1,600,0,16
Rated Rapid game,1-0,1478,1461,C50,rapid,92,,,,223956,,1,600,0,17
Rated Rapid game,1-0,735,617,C42,rapid,,,,,,,1,600,0,118
Rated Rapid game,1-0,1234,823,C23,rapid,,97,,,,53357,1,900,0,411
Rated Rapid game,1-0,2023,2052,B01,rapid,68,,,,1842582,,1,600,0,-29
Rated Rapid game,1-0,1658,1641,B01,rapid,45,,,,18565752,,1,600,0,17
Rated Rapid game,1-0,1787,1784,C20,rapid,63,57,FR,,6252426,2117235,1,600,0,3
Rated Rapid game,1-0,1910,1898,B28,rapid,88,45,,,3044133,12771652,1,600,0,12
Rated Rapid game,1-0,1728,1761,D10,rapid,,,,,,,1,600,0,-33
Rated Rapid game,1-0,1011,1000,D30,rapid,,,,,,,1,600,0,11
Rated Rapid game,1-0,1078,1119,D20,rapid,45,53,,RU,5662049,760324,1,600,5,-41
Rated Rapid game,1-0,727,729,A20,rapid,,56,,,,799784,1,600,0,-2
Rated Rapid game,1-0,1381,1408,C44,rapid,57,45,,,3459547,1476356,1,600,0,-27
Rated Rapid tournament,1-0,1820,1801,D20,rapid,,79,,,,250332,1,600,0,19
Rated Rapid game,1-0,2346,2212,D02,rapid,62,,,,9455867,,1,600,0,134
Rated Rapid game,1-0,1650,1653,B12,rapid,,,,,,,1,600,0,-3
Rated Rapid game,1-0,1545,1564,E61,rapid,,119,,,,630288,1,600,0,-19
Rated Rapid game,1-0,1373,1312,C77,rapid,87,,,,2216276,,1,600,0,61
Rated Rapid game,1-0,1792,1808,D00,rapid,45,46,,IR,3441947,8712253,1,600,0,-16
Rated Rapid tournament,1-0,1405,1478,B12,rapid,,73,,TR,,745020,1,600,0,-73
Rated Rapid game,1-0,1828,1788,B12,rapid,,,,,,,1,600,0,40
Rated Rapid game,1-0,1907,1874,A45,rapid,,,,,,,1,600,0,33
Rated Rapid game,1-0,1616,1497,B23,rapid,,45,,RU,,3515921,1,600,0,119
Rated Rapid game,1-0,1234,1224,C23,rapid,,50,,,,501230,1,600,0,10
Rated Rapid game,1-0,1881,1843,A06,rapid,,47,,,,1667825,1,600,0,38
Rated Rapid game,1-0,1522,1546,C50,rapid,55,,,,2794242,,1,600,0,-24
Rated Rapid game,1-0,1171,1177,C20,rapid,,55,,,,2186236,1,600,0,-6
Rated Rapid game,1-0,1946,2001,C55,rapid,45,45,,,1657686,16139103,1,1200,5,-55
Rated Rapid game,1-0,2014,1999,C20,rapid,45,45,RU,IN,1295947,5777974,1,600,0,15
Rated Rapid game,1-0,1263,1325,B01,rapid,,,,,,,1,900,12,-62
Rated Rapid game,1-0,1953,2030,C37,rapid,,,,,,,1,600,0,-77
Rated Rapid game,1-0,1236,1238,C50,rapid,,,,,,,1,600,5,-2
Rated Rapid game,1-0,1253,1194,B12,rapid,,55,,NP,,274661,1,600,0,59
Rated Rapid game,1-0,656,690,C40,rapid,,,,,,,1,900,10,-34
Rated Rapid game,1-0,1119,1158,C50,rapid,,80,,,,795209,1,600,0,-39
Rated Rapid game,1-0,1999,2132,D00,rapid,46,53,,,12989141,2739127,1,600,0,-133
Rated Rapid game,1-0,1637,1613,C50,rapid,66,,,,1332904,,1,600,0,24
Rated Rapid game,1-0,1473,1492,B01,rapid,48,,,,3946154,,1,600,0,-19
Rated Rapid game,1-0,1943,1936,C21,rapid,,,,,,,1,600,0,7
Rated Rapid game,1-0,1146,1102,C50,rapid,,,,,,,1,600,5,44
Rated Rapid game,1-0,1464,1593,B20,rapid,,76,,UG,,764664,1,1200,0,-129
Rated Rapid game,1-0,1737,1743,B24,rapid,,52,,,,4222869,1,600,0,-6
Rated Rapid tournament,1-0,1208,862,A40,rapid,,,,,,,1,600,0,346
Rated Rapid game,1-0,1340,1364,A00,rapid,,56,,,,2453098,1,60,11,-24
Rapid swiss,1-0,1192,957,A02,rapid,,,,,,,0,600,2,235
Rated Rapid tournament,1-0,960,727,C40,rapid,,,,,,,1,900,0,233
Rated Rapid game,1-0,1616,1497,B23,rapid,,45,,RU,,3515921,1,600,0,119
Rated Rapid game,1-0,1024,1035,C20,rapid,,,,,,,1,600,5,-11
Rated Rapid game,1-0,1478,1500,C60,rapid,54,,MY,,517631,-1,1,600,0,-22
Rated Rapid game,1-0,1411,1492,B10,rapid,,,,,,,1,600,0,-81
Rated Rapid game,1-0,1374,1399,C55,rapid,75,,,,229113,,1,600,0,-25
Rated Rapid game,1-0,1276,1278,D02,rapid,,,,,,-1,1,600,0,-2
Rated Rapid game,1-0,1445,1436,A04,rapid,56,,,,1594847,,1,600,0,9
Rated Rapid game,1-0,1835,1896,B00,rapid,,45,,RU,,4511601,1,600,5,-61
Rated Rapid tournament,1-0,1457,757,D20,rapid,,,,,,,1,600,5,700
Rated Rapid game,1-0,1241,1287,C24,rapid,,,,,,,1,600,5,-46
Rated Rapid game,1-0,1136,1104,D04,rapid,45,,,,13432275,,1,600,0,32
Rated Rapid game,1-0,2223,2013,A45,rapid,,71,,,-1,1773029,1,480,0,210
Rated Rapid game,1-0,1597,1624,B01,rapid,45,45,,DE,4268920,3682621,1,600,0,-27
Rated Rapid game,1-0,1053,1046,B20,rapid,93,,,,289769,,1,600,0,7
Rated Rapid game,1-0,1607,1624,A01,rapid,,69,,,,2616419,1,600,0,-17
Rated Rapid game,1-0,1932,1884,A03,rapid,92,93,,,2112040,46195,1,600,0,48
Rated Rapid game,1-0,1694,1706,B01,rapid,45,,,,15867095,,1,600,0,-12
Rated Rapid game,1-0,1676,1646,B40,rapid,,,,,,,1,600,0,30
Rated Rapid game,1-0,1128,1144,D00,rapid,,64,,,,142398,1,600,0,-16
Rated Rapid game,1-0,1464,1430,B50,rapid,45,,,,4354364,-1,1,600,0,34
Rated Rapid game,1-0,1643,1651,D00,rapid,,,,,,,1,600,0,-8
Rated Rapid game,1-0,1324,1355,D00,rapid,45,,,,392525,,1,600,0,-31
Rated Rapid game,1-0,1896,1902,C25,rapid,76,,,,210144,,1,600,0,-6
Rated Rapid game,1-0,1754,1764,C62,rapid,,45,,IN,,2931285,1,600,0,-10
Rated Rapid game,1-0,972,1076,C20,rapid,,,,,,,1,900,10,-104
Rated Rapid game,1-0,1265,1286,B01,rapid,,45,,CN,,318085,1,600,0,-21
Rated Rapid game,1-0,1732,1740,A46,rapid,84,,,,2983170,,1,600,0,-8
Rated Rapid game,1-0,1469,1447,C45,rapid,45,,HU,,2265229,,1,600,0,22
Rated Rapid game,1-0,593,560,B00,rapid,,45,,,,475191,1,600,5,33
Rated Rapid tournament,1-0,1904,1851,C30,rapid,,,,,,,1,600,0,53
Rated Rapid game,1-0,1216,1148,B12,rapid,45,78,,,1349844,94165,1,600,0,68
Rated Rapid game,1-0,1502,1523,C50,rapid,93,,,,304404,,1,600,0,-21
Rated Rapid game,1-0,1260,1299,D00,rapid,,,,,,,1,600,0,-39
Rated Rapid game,1-0,1941,1917,C20,rapid,69,49,,,680044,18520201,1,600,0,24
Rated Rapid game,1-0,1573,1577,C44,rapid,,,,,,,1,600,0,-4
Rated Rapid game,1-0,1329,1366,B00,rapid,89,57,,,343513,730574,1,600,0,-37
Rated Rapid game,1-0,1225,1242,D06,rapid,,,,,,,1,600,0,-17
Rapid swiss,1-0,1965,1831,B50,rapid,,233,,,,2042,0,600,0,134
Rated Rapid game,1-0,1616,1615,B10,rapid,66,,,,1332904,,1,600,0,1
Rated Rapid game,1-0,1773,1798,B10,rapid,64,,,,150947,,1,600,0,-25
Rated Rapid game,1-0,1683,1691,B01,rapid,,45,,,,7075769,1,600,0,-8
Rated Rapid game,1-0,1430,1496,C41,rapid,,45,,,,18228119,1,600,0,-66
Rated Rapid game,1-0,1496,1096,D02,rapid,46,,,,1232131,,1,300,5,400
Rated Rapid game,1-0,1153,1077,D00,rapid,114,,,,36024,,1,600,0,76
Rated Rapid game,1-0,1923,1987,A42,rapid,45,57,,,986467,16406943,1,600,0,-64
Rated Rapid game,1-0,1450,1391,C00,rapid,,,,,,,1,600,0,59
Rated Rapid game,1-0,941,912,D00,rapid,52,,,,655253,,1,600,0,29
Rated Rapid game,1-0,1611,1610,B13,rapid,,,,,,,1,600,0,1
Rated Rapid game,1-0,958,949,B00,rapid,,,,,,,1,600,5,9
Rated Rapid game,1-0,1323,1375,C70,rapid,,,,,,,1,600,0,-52
Rated Rapid game,1-0,1488,1425,B20,rapid,,,,,,,1,600,0,63
Rated Rapid game,1-0,1646,1538,C00,rapid,,45,,ES,,28692995,1,600,0,108
Rated Rapid tournament,1-0,1489,1425,C47,rapid,,,,,,,1,600,0,64
Rated Rapid game,1-0,1701,1634,B07,rapid,,,,,,,1,600,5,67
Rated Rapid tournament,1-0,1375,1210,C54,rapid,45,,,,6656256,,1,600,0,165
Rated Rapid game,1-0,1708,1708,C50,rapid,45,,JO,,2895049,,1,600,0,0
Rated Rapid game,1-0,1745,1709,B50,rapid,,45,,,,5360545,1,600,0,36
Rated Rapid game,1-0,1670,1692,A00,rapid,,45,,,,4173676,1,600,0,-22
Rated Rapid game,1-0,1289,1266,C50,rapid,,,,,,,1,900,10,23
Rated Rapid game,1-0,1631,1617,C42,rapid,,,,,,,1,600,0,14
Rated Rapid game,1-0,2239,2237,D13,rapid,45,45,US,,11512476,5576953,1,600,0,2
Rated Rapid game,1-0,789,808,A00,rapid,45,75,,,818933,55027,1,600,0,-19
Rated Rapid game,1-0,1771,1769,A10,rapid,,45,,,,13021274,1,600,0,2
Rated Rapid game,1-0,887,891,C50,rapid,,,,,,,1,600,0,-4
Rated Rapid game,1-0,1833,1730,C67,rapid,,,,,,,1,600,5,103
Rated Rapid game,1-0,1475,1394,C47,rapid,,,,,,,1,600,0,81
Rated Rapid game,1-0,1826,1837,B00,rapid,70,45,,,224342,946309,1,600,0,-11
Rated Rapid game,1-0,1090,1025,B01,rapid,,91,,,,220236,1,600,0,65
Rated Rapid game,1-0,1550,1590,B07,rapid,,49,,,,6264392,1,600,0,-40
Rated Rapid game,1-0,1506,1508,B01,rapid,,,,,,,1,600,0,-2
Rated Rapid game,1-0,1745,1754,C00,rapid,,,,,,,1,600,0,-9
Rapid swiss,1-0,1384,840,A00,rapid,,122,,,,13000,0,600,2,544
Rated Rapid game,1-0,1734,1712,A40,rapid,,45,,,,267106,1,600,10,22
Rated Rapid game,1-0,1173,1185,C42,rapid,84,,,,562520,,1,600,0,-12
Rated Rapid game,1-0,1888,1890,A00,rapid,45,45,,IT,3780960,1178503,1,600,0,-2
Rated Rapid tournament,1-0,1258,1171,C40,rapid,,,,,,,1,300,5,87
Rated Rapid game,1-0,1137,1118,C46,rapid,,45,,,,2377604,1,600,0,19
Rated Rapid tournament,1-0,1492,1825,C50,rapid,,,,,,,1,600,3,-333
Rated Rapid game,1-0,1831,1743,A45,rapid,,45,,,,8900213,1,600,0,88
Rated Rapid game,1-0,1972,1547,B45,rapid,58,45,,,85901997,485124396,1,900,10,425
Rated Rapid game,1-0,1860,1868,C50,rapid,66,45,,ID,3832609,2913675,1,600,0,-8
Rated Rapid game,1-0,840,867,C41,rapid,,,,,,,1,600,0,-27
Rated Rapid game,1-0,880,903,D00,rapid,83,,,,502227,,1,600,0,-23
Rated Rapid game,1-0,1420,1386,B20,rapid,45,,,,756651,,1,600,0,34
Rated Rapid game,1-0,1559,1662,A52,rapid,45,45,,ES,360913,7878657,1,600,0,-103
Rated Rapid game,1-0,2024,2012,D02,rapid,,45,,,,11704881,1,600,0,12
Rated Rapid game,1-0,2140,2198,D35,rapid,54,,RU,,3389658,,1,600,5,-58
Rated Rapid game,1-0,1207,1349,B13,rapid,,94,,,,24124,1,600,0,-142
Rated Rapid game,1-0,766,778,A01,rapid,45,,,,818933,,1,600,0,-12
Rated Rapid game,1-0,1274,1288,C02,rapid,,,,,,,1,600,0,-14
Rated Rapid game,1-0,1735,1754,C50,rapid,,,,,,,1,900,0,-19
Rated Rapid game,1-0,2209,2232,A48,rapid,,,,,,,1,600,0,-23
Rapid swiss,1-0,2005,1823,B30,rapid,,,,,,,0,600,0,182
Rated Rapid game,1-0,1392,1402,C42,rapid,46,45,,,1149151,5638513,1,600,0,-10
Rated Rapid game,1-0,1680,1712,C26,rapid,45,,,,2304420,,1,600,5,-32
Rated Rapid game,1-0,953,980,C40,rapid,45,59,,IN,768305,676927,1,600,0,-27
Rated Rapid game,1-0,814,878,D10,rapid,45,,,,1189998,,1,600,5,-64
Rated Rapid game,1-0,1776,1710,B20,rapid,59,,UA,,24514586,,1,900,0,66
Rated Rapid game,1-0,1255,1226,B00,rapid,,45,,ES,,8065032,1,600,0,29
Rated Rapid game,1-0,1662,1645,C02,rapid,,,,,,,1,600,0,17
Rated Rapid game,1-0,1612,1635,D02,rapid,45,,,,4425034,,1,600,0,-23
Rated Rapid game,1-0,1594,1548,C20,rapid,,,,,,,1,600,5,46
Rated Rapid game,1-0,1607,1577,A20,rapid,56,,RU,,20933255,,1,600,5,30
Rated Rapid game,1-0,1835,1728,C42,rapid,,71,,,,191614,1,300,5,107
Rated Rapid game,1-0,1649,1644,C41,rapid,,45,,,,1890952,1,600,0,5
Rated Rapid game,1-0,1764,1638,C44,rapid,,,,,,,1,600,3,126
Rated Rapid game,1-0,1314,1191,A40,rapid,62,,IR,,663270,,1,600,0,123
Rapid swiss,1-0,1065,973,C23,rapid,95,,,,145223,,0,600,2,92
Rated Rapid game,1-0,1341,1374,C23,rapid,,,,,,,1,600,0,-33
Rated Rapid game,1-0,942,813,C42,rapid,46,,,,337486,,1,600,0,129
Rated Rapid game,1-0,1777,1738,B03,rapid,45,,,,5988414,,1,600,0,39
Rated Rapid game,1-0,1348,1289,B02,rapid,,,,,,,1,600,0,59
Rated Rapid game,1-0,1909,1918,C02,rapid,45,60,IQ,NI,12257692,6209868,1,600,0,-9
Rated Rapid game,1-0,1916,1856,C51,rapid,,45,,,,804050,1,600,0,60
Rated Rapid game,1-0,1296,1276,C40,rapid,45,69,AF,,7888615,1068008,1,600,0,20
Rated Rapid tournament,1-0,534,879,C47,rapid,,84,,,,27678,1,600,5,-345
Rated Rapid game,1-0,1145,1084,C44,rapid,,,,,,,1,600,0,61
Rated Rapid game,1-0,1775,1756,C01,rapid,,45,,,,2554841,1,600,0,19
Rated Rapid game,1-0,2002,1964,C50,rapid,90,45,IN,,474355,18907254,1,600,0,38
Rated Rapid game,1-0,1225,1125,B50,rapid,,153,,,,89234,1,600,5,100
Rated Rapid game,1-0,1742,1510,A40,rapid,,,,,,,1,480,0,232
Rated Rapid game,1-0,2417,2260,C47,rapid,,,,,,,1,600,0,157
Rated Rapid game,1-0,1448,1448,C55,rapid,,,,,,,1,600,5,0
Rated Rapid tournament,1-0,1845,1898,B21,rapid,,,,,,,1,600,0,-53
Rated Rapid game,1-0,1454,1395,B01,rapid,45,,,,4090969,,1,600,0,59
Rated Rapid game,1-0,1398,1422,B01,rapid,72,73,,,507868,706417,1,600,0,-24
Rated Rapid game,1-0,1675,1670,C58,rapid,59,,IN,,1124267,,1,600,0,5
Rated Rapid game,1-0,1739,1692,A40,rapid,,45,,,,452282,1,600,0,47
Rated Rapid game,1-0,1223,1169,D00,rapid,,,,,,,1,600,0,54
Rated Rapid game,1-0,1074,1068,B06,rapid,,,,,,,1,600,0,6
Rated Rapid game,1-0,1931,1896,C68,rapid,,,,,,,1,600,0,35
Rated Rapid game,1-0,1785,1754,C70,rapid,,83,,,,1472098,1,600,0,31
Rated Rapid game,1-0,1643,1622,C20,rapid,,45,,IT,,18197540,1,600,0,21
Rated Rapid game,1-0,1979,1984,C20,rapid,,,,,,,1,600,0,-5
Rated Rapid game,1-0,1509,1542,C20,rapid,,45,,,,3438817,1,600,0,-33
Rated Rapid game,1-0,1917,1881,D02,rapid,45,,PH,,13080861,,1,600,0,36
Rated Rapid game,1-0,1277,1261,A00,rapid,61,67,,,1292387,571701,1,600,0,16
Rated Rapid game,1-0,1544,1439,C54,rapid,,,,,,,1,600,5,105
Rated Rapid game,1-0,1757,1742,C40,rapid,48,,,,1618214,,1,600,0,15
Rated Rapid game,1-0,1634,1658,C48,rapid,45,,,,2612198,,1,600,0,-24
Rated Rapid game,1-0,1530,1491,C44,rapid,,93,,,,76012,1,600,0,39
Rated Rapid game,1-0,1682,1650,B01,rapid,,,,,,,1,600,0,32
Rated Rapid game,1-0,1425,1447,A21,rapid,,,,,,,1,600,0,-22
Rated Rapid game,1-0,1508,1574,C41,rapid,,45,,,,7214095,1,600,0,-66
Rated Rapid game,1-0,1486,1401,C23,rapid,,,,,,,1,600,0,85
Rated Rapid game,1-0,1664,1776,C44,rapid,,45,,,,5299739,1,600,0,-112
Rated Rapid game,1-0,1305,1390,C02,rapid,,,,,,,1,900,10,-85
Rated Rapid game,1-0,1864,1919,C45,rapid,,47,,,,7136340,1,600,0,-55
Rated Rapid game,1-0,1451,1427,D00,rapid,83,,,,365242,,1,600,0,24
Rated Rapid game,1-0,1901,1866,C62,rapid,45,45,,ES,8411770,21500846,1,600,0,35
Rated Rapid game,1-0,1984,1936,C21,rapid,,45,,,,1435258,1,600,0,48
Rated Rapid game,1-0,612,715,C20,rapid,,95,,,,-1,1,600,0,-103
Rapid swiss,1-0,1164,1339,B00,rapid,,,,,,,0,600,2,-175
Rated Rapid game,1-0,1459,1387,B27,rapid,,69,,,,1595252,1,600,0,72
Rated Rapid game,1-0,1222,1216,C20,rapid,59,,,,1206195,,1,600,5,6
Rated Rapid game,1-0,1369,1380,A40,rapid,,,,,,-1,1,600,0,-11
Rated Rapid tournament,1-0,2009,2009,A02,rapid,,,,,,,1,600,0,0
Rated Rapid game,1-0,1460,1450,C23,rapid,,45,,,,14586335,1,600,0,10
Rated Rapid game,1-0,1633,1702,B01,rapid,,,,,,,1,600,0,-69
Rated Rapid game,1-0,1515,1518,C40,rapid,46,,,,1039914,,1,600,0,-3
Rated Rapid game,1-0,1731,1807,C46,rapid,,,,,,,1,600,5,-76
Rated Rapid game,1-0,1566,1653,A02,rapid,46,45,,,4295120,8639546,1,600,0,-87
Rated Rapid game,1-0,1491,1471,C40,rapid,,,,,,,1,600,0,20
Rated Rapid game,1-0,929,928,C44,rapid,45,,,,7704277,,1,600,0,1
Rated Rapid game,1-0,1059,970,C46,rapid,,,,,,,1,600,5,89
Rated Rapid game,1-0,2105,2019,C00,rapid,,,,,,,1,600,0,86
Rated Rapid game,1-0,1511,1488,C24,rapid,45,90,,,43503641,423024,1,600,5,23
Rated Rapid game,1-0,1940,1925,C50,rapid,45,76,,,7702112,201352,1,600,0,15
Rapid swiss,1-0,1102,1217,A00,rapid,158,145,,,7293,10376,0,600,2,-115
Rated Rapid game,1-0,1234,1189,B01,rapid,45,,GB,,2031136,,1,600,0,45
Rated Rapid tournament,1-0,1526,1569,A40,rapid,,45,,US,,42279653,1,480,0,-43
Rated Rapid game,1-0,1912,1921,C21,rapid,,,,,,,1,600,0,-9
Rated Rapid game,1-0,1560,1528,C44,rapid,85,50,,,1161757,3268215,1,600,0,32
Rated Rapid game,1-0,884,872,C23,rapid,,,,,,,1,600,5,12
Rated Rapid tournament,1-0,887,925,C20,rapid,,84,,,,27678,1,600,5,-38
Rated Rapid game,1-0,1435,1398,A40,rapid,,141,,,,10471,1,600,0,37
Rated Rapid tournament,1-0,1799,1569,A45,rapid,,,,,,,1,600,0,230
Rated Rapid game,1-0,773,785,A40,rapid,,45,,FR,,8494396,1,600,0,-12
Rated Rapid game,1-0,1546,1517,B50,rapid,,,,,,,1,600,0,29
Rated Rapid game,1-0,1631,1625,A41,rapid,47,,,,2579130,,1,600,5,6
